Citing_Pmid	Ref_Pmid	Citing_Pubyear	Ref_Pubyear	MeSH_cos_sim	Year_Diff	MeSH_cos_dist	Diffusion_Z_MeSH
17690179	11015443	2007.0	2000.0	0.58892465	7.0	0.4110753499999999	0.6099805006803928
17360651	11015443	2007.0	2000.0	0.5981998	7.0	0.4018002	0.5374822736711364
17683946	11015443	2007.0	2000.0	0.7721414	7.0	0.2278586	-0.8221138086729108
17212704	11015443	2007.0	2000.0	0.6960604	7.0	0.3039396	-0.2274347351170887
17212925	11015443	2007.0	2000.0	0.6706826	7.0	0.3293174	-0.0290718509162376
17218615	11015443	2007.0	2000.0	0.53878707	7.0	0.4612129299999999	1.0018755812488782
17203303	11015443	2007.0	2000.0	0.64503926	7.0	0.35496074	0.1713665985531039
18056444	11015443	2007.0	2000.0	0.6770322	7.0	0.3229678	-0.0787028263956611
17363736	11015443	2007.0	2000.0	0.6449917	7.0	0.3550083	0.1717383462527707
17237444	11015443	2007.0	2000.0	0.68831366	7.0	0.3116863399999999	-0.1668831628943548
17709500	11015443	2007.0	2000.0	0.7336228	7.0	0.2663772	-0.5210372539132826
18026695	11015443	2007.0	2000.0	0.5256379	7.0	0.4743621	1.1046546750256168
17239257	11015443	2007.0	2000.0	0.5685036	7.0	0.4314964	0.7695994738147779
17237401	11015443	2007.0	2000.0	0.6969072	7.0	0.3030928	-0.234053657574562
17721918	11015443	2007.0	2000.0	0.6912974	7.0	0.3087026	-0.1902052503923029
18025191	11015443	2007.0	2000.0	0.671285	7.0	0.328715	-0.0337804466748373
